,Date,Unix,Ticker,DE Ration,Price,stock_p_change,SP500,sp500_p_change,Difference
254,2004-08-04 01:20:41,1091600441.0,har,0.587,85.6,-28.755722014148986,1098.630005,814.382026633375,-843.137748647524
255,2008-02-12 08:12:52,1202825572.0,har,0.469,41.37,-65.56803995006241,1348.859985,1022.646679151061,-1088.2147191011234
256,2004-07-04 07:52:11,1088945531.0,har,0.587,90.18,-24.943820224719097,1128.939941,839.6087732001664,-864.5525934248855
257,2007-04-06 18:34:34,1175902474.0,har,0.107,99.61,-17.09529754473575,1437.77002,1096.6458759883476,-1113.7411735330834
258,2004-08-20 20:37:26,1093052246.0,har,0.451,93.89,-21.856013316687477,1098.349976,814.1489604660841,-836.0049737827716
259,2004-04-13 04:16:56,1081847816.0,har,0.621,84.0,-30.087390761548065,1129.439941,840.0249196837286,-870.1123104452766
260,2007-08-07 22:55:13,1186545313.0,har,0.117,115.99,-3.4623387432376287,1476.709961,1129.055315022888,-1132.5176537661255
261,2009-01-06 20:19:04,1231294744.0,sai,0.57,19.79,0.0,934.7000119999999,4623.092531581607,-4623.092531581607
262,2007-02-25 00:16:17,1172384177.0,sai,0.844,18.26,-7.731177362304183,1456.380005,7259.1713239009605,-7266.902501263265
263,2007-01-16 11:23:22,1168968202.0,sai,0.844,17.75,-10.308236483072255,1431.900024,7135.472582112179,-7145.780818595252
264,2007-12-17 07:34:30,1197898470.0,sai,0.691,19.91,0.606366851945432,1445.900024,7206.215381505811,-7205.609014653865
265,2006-01-04 07:40:27,1136382027.0,bmy,0.548,23.24,0.0,1273.459961,5379.603962994836,-5379.603962994836
266,2007-06-08 15:38:38,1181335118.0,bmy,0.719,29.22,25.73149741824441,1507.670044,6387.392616179001,-6361.661118760757
267,2007-04-01 23:02:04,1175486524.0,bmy,0.731,27.76,19.449225473321874,1422.530029,6021.041432874355,-6001.592207401033
268,2006-10-23 12:30:20,1161624620.0,bmy,0.72,24.49,5.378657487091222,1377.02002,5825.215232358003,-5819.836574870912
269,2007-06-21 20:16:52,1182475012.0,bmy,0.719,32.0,37.69363166953529,1522.189941,6449.870658347678,-6412.177026678142
270,2004-05-04 11:48:00,1083689280.0,bmy,0.884,25.61,10.197934595524961,1119.550049,4717.341002581756,-4707.143067986231
271,2008-06-03 11:13:36,1212509616.0,bmy,0.61,21.98,-5.421686746987944,1377.650024,5827.926092943202,-5833.34777969019
272,2007-05-29 18:48:34,1180482514.0,bmy,0.719,30.07,29.388984509466447,1518.109985,6432.314909638555,-6402.925925129089
273,2007-02-08 05:04:56,1170932696.0,bmy,0.731,28.86,24.18244406196214,1448.310059,6131.970993975903,-6107.788549913941
274,2008-03-02 16:51:44,1204498304.0,bmy,0.594,22.61,-2.710843373493972,1367.680054,5785.026049913941,-5787.736893287435
275,2007-01-15 16:35:18,1168900518.0,bmy,0.731,26.25,12.951807228915671,1430.72998,6056.3252151463,-6043.373407917385
276,2007-03-31 22:01:59,1175396519.0,bmy,0.744,27.76,19.449225473321874,1417.22998,5998.2357142857145,-5978.786488812392
277,2004-09-24 11:39:26,1096043966.0,bmy,0.9,23.9,2.8399311531841662,1110.109985,4676.72110585198,-4673.881174698796
278,2004-12-16 11:56:43,1103219803.0,bmy,0.956,25.03,7.7022375215146415,1203.209961,5077.32341222031,-5069.621174698796
279,2004-10-27 23:09:25,1098936565.0,bmy,0.9,23.96,3.0981067125645545,1125.400024,4742.513012048194,-4739.414905335629
280,2008-12-20 19:23:45,1229822625.0,bmy,0.483,22.81,-1.8502581755593792,904.419983,3791.6522504302925,-3793.5025086058517
281,2007-05-20 18:00:32,1179702032.0,bmy,0.719,30.45,31.024096385542176,1512.75,6409.251290877798,-6378.227194492256
282,2007-03-14 19:10:49,1173917449.0,bmy,0.731,27.01,16.22203098106714,1387.170044,5868.890034423408,-5852.668003442341
283,2006-06-17 14:21:38,1150572098.0,bmy,0.737,25.18,8.347676419965582,1230.040039,5192.771252151463,-5184.423575731497
284,2007-04-10 04:47:37,1176198457.0,bmy,0.731,27.66,19.01893287435457,1448.390015,6132.315038726334,-6113.2961058519795
285,2007-04-20 11:04:28,1177085068.0,bmy,0.744,28.42,22.289156626506042,1484.349976,6287.048089500861,-6264.758932874355
286,2007-05-20 12:10:49,1179681049.0,tgt,0.642,58.15,0.0,1512.75,2501.46173688736,-2501.46173688736
287,2004-02-15 13:11:27,1076872287.0,tgt,1.216,41.17,-29.200343938091137,1152.109985,1881.2725451418742,-1910.4728890799654
288,2008-11-03 20:05:27,1225764327.0,tgt,1.461,39.4001,-32.244024075666374,966.2999880000001,1561.73686672399,-1593.9808907996564
289,2007-06-22 08:28:57,1182518937.0,tgt,0.73,64.4,10.748065348237331,1502.560059,2483.9381926053306,-2473.1901272570935
290,2003-10-27 05:57:46,1067255866.0,tgt,1.18,38.38,-33.99828030954428,1031.130005,1673.2244282029235,-1707.2227085124678
291,2007-02-24 07:27:31,1172323651.0,tgt,0.769,63.1,8.51246775580396,1457.630005,2406.672407566638,-2398.159939810834
292,2007-10-27 08:16:15,1193490975.0,tgt,0.772,63.03,8.392089423903702,1515.880005,2506.8443766122095,-2498.452287188306
293,2005-02-04 02:57:48,1107507468.0,tgt,0.773,51.74,-11.023215821152187,1203.030029,1968.8392588134136,-1979.8624746345658
294,2007-04-09 13:23:40,1176143020.0,tgt,0.642,61.11,5.090283748925195,1444.609985,2384.282003439381,-2379.1917196904556
295,2005-01-18 04:07:43,1106042863.0,tgt,0.773,49.75,-14.445399828030952,1195.97998,1956.7153568357696,-1971.1607566638006
296,2007-01-15 08:11:43,1168870303.0,tgt,0.769,60.31,3.7145313843508236,1430.72998,2360.4126913155633,-2356.6981599312126
